date,team1,team2,score,championship
2017-01-21,Chievo,Fiorentina,0-3,A
2017-01-21,Milan,Napoli,1-2,A
2017-01-21,Brescia,Avellino,0-2,B
2017-01-21,Carpi,Vicenza,0-0,B
2017-01-21,Pisa,Ternana,1-0,B
2017-01-21,Cittadella,Bari,2-0,B
2017-01-21,Entella,Frosinone,2-1,B
2017-01-21,Latina,Verona,2-0,B
2017-01-21,Spal,Benevento,2-0,B
2017-01-21,Trapani,Novara,2-1,B
2017-01-22,Palermo,Inter,0-1,A
2017-01-22,Roma,Cagliari,1-0,A
2017-01-22,Atalanta,Sampdoria,1-0,A
2017-01-22,Empoli,Udinese,1-0,A
2017-01-22,Pescara,Sassuolo,1-3,A
2017-01-22,Bologna,Torino,2-0,A
2017-01-22,Genoa,Crotone,2-2,A
2017-01-22,Juventus,Lazio,2-0,A
2017-01-22,Salernitana,Spezia,1-0,B
2017-01-23,Perugia,Cesena,3-3,B
2017-01-27,Frosinone,Brescia,1-0,B
2017-01-28,Lazio,Chievo,0-1,A
2017-01-28,Inter,Pescara,3-0,A
2017-01-28,Bari,Perugia,0-0,B
2017-01-28,Novara,Pisa,1-1,B
2017-01-28,Pro Vercelli,Trapani,1-3,B
2017-01-28,Ternana,Cittadella,1-0,B
2017-01-28,Vicenza,Spal,1-1,B
2017-01-28,Avellino,Entella,2-2,B
2017-01-28,Cesena,Ascoli,2-2,B
2017-01-28,Benevento,Carpi,3-0,B
2017-01-29,Sassuolo,Juventus,0-2,A
2017-01-29,Cagliari,Bologna,1-1,A
2017-01-29,Napoli,Palermo,1-1,A
2017-01-29,Torino,Atalanta,1-1,A
2017-01-29,Udinese,Milan,2-1,A
2017-01-29,Fiorentina,Genoa,3-3,A
2017-01-29,Sampdoria,Roma,3-2,A
2017-01-29,Crotone,Empoli,4-1,A
2017-01-29,Verona,Salernitana,2-0,B
2017-01-30,Spezia,Latina,3-2,B
2017-02-04,Genoa,Atalanta,0-5,A
2017-02-04,Chievo,Crotone,1-2,A
2017-02-04,Fiorentina,Bologna,1-0,A
2017-02-04,Napoli,Juventus,1-1,A
2017-02-04,Palermo,Cagliari,1-3,A
2017-02-04,Pescara,Milan,1-1,A
2017-02-04,Torino,Udinese,2-2,A
2017-02-09,Brescia,Palermo,0-0,B
2017-02-10,Frosinone,Cremonese,0-0,B
2017-02-12,Torino,Atalanta,1-1,A
2017-02-12,Palermo,Venezia,0-0,B
2017-02-12,Cremonese,Spezia,1-0,B
2017-02-12,Foggia,Cittadella,1-3,B
2017-02-12,Novara,Empoli,1-1,B
2017-02-12,Brescia,Salernitana,2-0,B
2017-02-12,Frosinone,Cesena,3-3,B
2017-02-12,Parma,Pro Vercelli,3-0,B
2017-02-12,Pescara,Ternana,3-3,B
2017-02-13,Lazio,Milan,1-1,A
2017-02-14,Ascoli,Pro Vercelli,3-1,B
2017-02-17,Juventus,Palermo,4-1,A
2017-02-17,Latina,Novara,0-1,B
2017-02-18,Atalanta,Crotone,1-0,A
2017-02-18,Empoli,Lazio,1-2,A
2017-02-18,Perugia,Entella,0-0,B
2017-02-18,Pro Vercelli,Benevento,0-1,B
2017-02-18,Cittadella,Avellino,1-3,B
2017-02-18,Salernitana,Cesena,1-1,B
2017-02-18,Vicenza,Ascoli,1-1,B
2017-02-18,Carpi,Brescia,2-1,B
2017-02-18,Spezia,Trapani,2-2,B
2017-02-18,Bari,Ternana,3-1,B
2017-02-19,Bologna,Inter,0-1,A
2017-02-19,Chievo,Napoli,1-3,A
2017-02-19,Sampdoria,Cagliari,1-1,A
2017-02-19,Udinese,Sassuolo,1-2,A
2017-02-19,Milan,Fiorentina,2-1,A
2017-02-19,Roma,Torino,4-1,A
2017-02-19,Pescara,Genoa,5-0,A
2017-02-19,Pisa,Frosinone,0-0,B
2017-02-20,Verona,Spal,0-0,B
2017-02-24,Benevento,Bari,3-4,B
2017-02-24,Brescia,Cittadella,4-1,B
2017-02-25,Napoli,Atalanta,0-2,A
2017-02-25,Juventus,Empoli,2-0,A
2017-02-25,Ternana,Latina,0-1,B
2017-02-25,Cesena,Pro Vercelli,1-2,B
2017-02-25,Frosinone,Verona,1-0,B
2017-02-25,Trapani,Salernitana,1-0,B
2017-02-25,Ascoli,Pisa,2-4,B
2017-02-25,Entella,Carpi,2-0,B
2017-02-25,Novara,Spezia,2-1,B
2017-02-25,Spal,Perugia,2-0,B
2017-02-25,Avellino,Vicenza,3-1,B
2017-02-26,Sassuolo,Milan,0-1,A
2017-02-26,Crotone,Cagliari,1-2,A
2017-02-26,Genoa,Bologna,1-1,A
2017-02-26,Inter,Roma,1-3,A
2017-02-26,Lazio,Udinese,1-0,A
2017-02-26,Palermo,Sampdoria,1-1,A
2017-02-26,Chievo,Pescara,2-0,A
2017-02-27,Fiorentina,Torino,2-2,A
2017-02-27,Bari,Brescia,2-0,B
2017-02-28,Pisa,Carpi,0-0,B
2017-02-28,Latina,Cesena,1-1,B
2017-02-28,Novara,Benevento,1-0,B
2017-02-28,Perugia,Frosinone,1-1,B
2017-02-28,Pro Vercelli,Avellino,1-1,B
2017-02-28,Salernitana,Spal,1-2,B
2017-02-28,Spezia,Ascoli,2-1,B
2017-02-28,Verona,Ternana,2-0,B
2017-02-28,Vicenza,Entella,2-2,B
2017-02-28,Cittadella,Trapani,3-2,B
2017-03-02,Verona,Benevento,2-2,B
2017-03-04,Inter,Sampdoria,1-2,A
2017-03-04,Frosinone,Avellino,1-1,B
2017-03-09,Cesena,Venezia,0-0,B
2017-03-09,Novara,Parma,0-1,B
2017-03-09,Spezia,Carpi,0-1,B
2017-03-09,Ascoli,Pro Vercelli,1-0,B
2017-03-09,Foggia,Entella,1-1,B
2017-03-09,Frosinone,Cittadella,2-1,B
2017-03-09,Cremonese,Avellino,3-1,B
2017-03-09,Empoli,Bari,3-2,B
2017-03-09,Perugia,Pescara,4-2,B
2017-03-10,Ternana,Brescia,1-1,B
2017-03-11,Pescara,Palermo,2-2,B
2017-03-12,Bologna,Cagliari,1-1,A
2017-03-12,Sampdoria,Lazio,1-2,A
2017-03-12,Benevento,Milan,2-2,A
2017-03-12,Fiorentina,Sassuolo,3-0,A
2017-03-12,Inter,Chievo,5-0,A
2017-03-12,Avellino,Carpi,1-1,B
2017-03-12,Entella,Bari,3-1,B
2017-03-13,Lazio,Torino,3-1,A
2017-03-13,Verona,Ascoli,0-0,B
2017-03-17,Perugia,Benevento,3-1,B
2017-03-18,Milan,Genoa,1-0,A
2017-03-18,Torino,Inter,2-2,A
2017-03-18,Avellino,Novara,1-1,B
2017-03-18,Brescia,Spezia,1-1,B
2017-03-18,Carpi,Spal,1-4,B
2017-03-18,Pisa,Latina,1-1,B
2017-03-18,Pro Vercelli,Verona,1-1,B
2017-03-18,Ascoli,Cittadella,2-1,B
2017-03-18,Frosinone,Vicenza,3-1,B
2017-03-18,Trapani,Bari,4-0,B
2017-03-19,Cagliari,Lazio,0-0,A
2017-03-19,Crotone,Fiorentina,0-1,A
2017-03-19,Sampdoria,Juventus,0-1,A
2017-03-19,Empoli,Napoli,2-3,A
2017-03-19,Roma,Sassuolo,3-1,A
2017-03-19,Atalanta,Pescara,3-0,A
2017-03-19,Bologna,Chievo,4-1,A
2017-03-19,Udinese,Palermo,4-1,A
2017-03-19,Cesena,Ternana,1-0,B
2017-03-20,Entella,Salernitana,0-1,B
2017-03-25,Benevento,Trapani,1-3,B
2017-03-25,Cittadella,Spezia,1-0,B
2017-03-26,Bari,Novara,0-0,B
2017-03-26,Carpi,Perugia,0-0,B
2017-03-26,Latina,Pro Vercelli,0-0,B
2017-03-26,Spal,Frosinone,0-2,B
2017-03-26,Verona,Pisa,1-1,B
2017-03-26,Vicenza,Brescia,1-1,B
2017-03-26,Entella,Cesena,2-1,B
2017-03-26,Salernitana,Ascoli,2-0,B
2017-03-26,Ternana,Avellino,4-1,B
2017-03-31,Avellino,Spal,1-0,B
2017-03-31,Cesena,Frosinone,1-1,B
2017-04-02,Bologna,Napoli,1-7,A
2017-04-02,Cittadella,Pro Vercelli,0-0,B
2017-04-02,Latina,Frosinone,0-1,B
2017-04-02,Salernitana,Novara,0-0,B
2017-04-02,Pisa,Entella,1-1,B
2017-04-02,Spal,Ascoli,1-1,B
2017-04-02,Bari,Vicenza,2-1,B
2017-04-02,Spezia,Ternana,2-0,B
2017-04-02,Perugia,Brescia,3-2,B
2017-04-03,Roma,Napoli,1-2,A
2017-04-03,Milan,Chievo,3-1,A
2017-04-03,Sampdoria,Pescara,3-1,A
2017-04-03,Avellino,Perugia,0-5,B
2017-04-03,Ascoli,Novara,1-2,B
2017-04-03,Carpi,Spezia,1-0,B
2017-04-03,Cesena,Vicenza,1-1,B
2017-04-03,Spal,Pisa,1-1,B
2017-04-03,Ternana,Pro Vercelli,1-2,B
2017-04-03,Trapani,Latina,1-1,B
2017-04-03,Entella,Bari,2-0,B
2017-04-04,Carpi,Pro Vercelli,0-0,B
2017-04-04,Salernitana,Cittadella,0-0,B
2017-04-04,Verona,Spezia,0-1,B
2017-04-04,Vicenza,Trapani,0-1,B
2017-04-04,Cesena,Brescia,1-1,B
2017-04-04,Bari,Latina,2-0,B
2017-04-04,Benevento,Ternana,2-1,B
2017-04-04,Entella,Ascoli,2-1,B
2017-04-04,Perugia,Pisa,2-2,B
2017-04-04,Spal,Novara,2-0,B
2017-04-09,Salernitana,Ternana,3-3,B
2017-04-11,Genoa,Sampdoria,0-2,A
2017-04-11,Bologna,Crotone,2-3,A
2017-04-11,Novara,Pro Vercelli,0-1,B
2017-04-11,Brescia,Venezia,1-2,B
2017-04-11,Cittadella,Ternana,1-1,B
2017-04-11,Entella,Cesena,2-2,B
2017-04-11,Foggia,Cremonese,2-3,B
2017-04-11,Frosinone,Parma,2-1,B
2017-04-11,Salernitana,Bari,2-2,B
2017-04-11,Carpi,Ascoli,4-2,B
2017-04-12,Crotone,Udinese,0-3,A
2017-04-12,Verona,Genoa,0-1,A
2017-04-12,Perugia,Ascoli,1-0,B
2017-04-15,Palermo,Bologna,0-0,A
2017-04-15,Pescara,Juventus,0-2,A
2017-04-15,Roma,Atalanta,1-1,A
2017-04-15,Fiorentina,Empoli,1-2,A
2017-04-15,Torino,Crotone,1-1,A
2017-04-15,Genoa,Lazio,2-2,A
2017-04-15,Inter,Milan,2-2,A
2017-04-15,Sassuolo,Sampdoria,2-1,A
2017-04-15,Napoli,Udinese,3-0,A
2017-04-15,Cagliari,Chievo,4-0,A
2017-04-17,Perugia,Ascoli,0-0,B
2017-04-17,Pisa,Avellino,0-1,B
2017-04-17,Vicenza,Pro Vercelli,0-1,B
2017-04-17,Brescia,Benevento,1-0,B
2017-04-17,Cesena,Spezia,1-0,B
2017-04-17,Entella,Ternana,1-1,B
2017-04-17,Carpi,Bari,2-0,B
2017-04-17,Frosinone,Novara,2-3,B
2017-04-17,Salernitana,Latina,2-1,B
2017-04-17,Spal,Trapani,2-1,B
2017-04-17,Verona,Cittadella,2-0,B
2017-04-21,Benevento,Vicenza,0-0,B
2017-04-21,Novara,Perugia,0-1,B
2017-04-22,Atalanta,Bologna,3-2,A
2017-04-22,Fiorentina,Inter,5-4,A
2017-04-22,Ascoli,Brescia,0-0,B
2017-04-22,Bari,Verona,0-2,B
2017-04-22,Pro Vercelli,Salernitana,0-0,B
2017-04-22,Avellino,Cesena,1-1,B
2017-04-22,Latina,Spal,1-2,B
2017-04-22,Trapani,Pisa,1-0,B
2017-04-22,Spezia,Entella,2-0,B
2017-04-22,Ternana,Frosinone,2-0,B
2017-04-22,Cittadella,Carpi,4-1,B
2017-04-23,Milan,Empoli,1-2,A
2017-04-23,Chievo,Torino,1-3,A
2017-04-23,Sampdoria,Crotone,1-2,A
2017-04-23,Sassuolo,Napoli,2-2,A
2017-04-23,Udinese,Cagliari,2-1,A
2017-04-23,Juventus,Genoa,4-0,A
2017-04-23,Lazio,Palermo,6-2,A
2017-04-24,Pescara,Roma,1-4,A
2017-04-24,Vicenza,Novara,3-1,B
2017-04-25,Entella,Latina,0-1,B
2017-04-25,Salernitana,Bari,0-0,B
2017-04-25,Perugia,Verona,1-1,B
2017-04-25,Pisa,Pro Vercelli,1-1,B
2017-04-25,Ascoli,Avellino,2-0,B
2017-04-25,Brescia,Ternana,2-1,B
2017-04-25,Carpi,Trapani,2-1,B
2017-04-25,Frosinone,Spezia,2-0,B
2017-04-25,Spal,Cittadella,2-1,B
2017-04-25,Cesena,Benevento,4-1,B
2017-04-28,Atalanta,Juventus,2-2,A
2017-04-29,Torino,Sampdoria,1-1,A
2017-04-29,Bari,Pisa,0-0,B
2017-04-29,Latina,Ascoli,0-0,B
2017-04-29,Pro Vercelli,Perugia,0-1,B
2017-04-29,Spezia,Spal,0-0,B
2017-04-29,Ternana,Carpi,0-0,B
2017-04-29,Cittadella,Cesena,2-3,B
2017-04-29,Trapani,Entella,2-0,B
2017-04-30,Inter,Napoli,0-1,A
2017-04-30,Roma,Lazio,1-3,A
2017-04-30,Cagliari,Pescara,1-0,A
2017-04-30,Crotone,Milan,1-1,A
2017-04-30,Empoli,Sassuolo,1-3,A
2017-04-30,Genoa,Chievo,1-2,A
2017-04-30,Palermo,Fiorentina,2-0,A
2017-04-30,Bologna,Udinese,4-0,A
2017-04-30,Novara,Brescia,2-3,B
2017-05-02,Milan,Sampdoria,0-1,A
2017-05-02,Chievo,Udinese,0-0,A
2017-05-02,Genoa,Sassuolo,0-1,A
2017-05-02,Empoli,Torino,1-1,A
2017-05-02,Juventus,Inter,1-0,A
2017-05-02,Palermo,Crotone,1-0,A
2017-05-02,Atalanta,Cagliari,2-0,A
2017-05-02,Pescara,Lazio,2-6,A
2017-05-02,Carpi,Cesena,1-2,B
2017-05-03,Atalanta,Fiorentina,0-0,A
2017-05-03,Bologna,Lazio,0-2,A
2017-05-03,Crotone,Sassuolo,0-0,A
2017-05-03,Empoli,Genoa,0-2,A
2017-05-03,Cagliari,Inter,1-5,A
2017-05-03,Udinese,Juventus,1-1,A
2017-05-03,Torino,Palermo,3-1,A
2017-05-03,Brescia,Verona,0-1,B
2017-05-03,Benevento,Salernitana,1-1,B
2017-05-05,Perugia,Spezia,0-0,B
2017-05-11,Chievo,Napoli,0-0,A
2017-05-11,Sassuolo,Milan,0-2,A
2017-05-11,Atalanta,Spal,1-1,A
2017-05-11,Inter,Torino,1-1,A
2017-05-11,Cagliari,Verona,2-1,A
2017-05-11,Fiorentina,Roma,2-4,A
2017-05-11,Juventus,Benevento,2-1,A
2017-05-11,Empoli,Spezia,1-1,B
2017-05-13,Atalanta,Milan,1-1,A
2017-05-13,Fiorentina,Lazio,3-2,A
2017-05-13,Spezia,Pisa,0-0,B
2017-05-13,Trapani,Cesena,1-2,B
2017-05-13,Verona,Carpi,1-1,B
2017-05-13,Benevento,Frosinone,2-1,B
2017-05-13,Cittadella,Vicenza,2-0,B
2017-05-13,Latina,Perugia,2-2,B
2017-05-13,Novara,Entella,2-0,B
2017-05-13,Pro Vercelli,Brescia,2-2,B
2017-05-13,Salernitana,Avellino,2-0,B
2017-05-13,Ternana,Spal,2-1,B
2017-05-14,Torino,Napoli,0-5,A
2017-05-14,Crotone,Udinese,1-0,A
2017-05-14,Inter,Sassuolo,1-2,A
2017-05-14,Palermo,Genoa,1-0,A
2017-05-14,Sampdoria,Chievo,1-1,A
2017-05-14,Roma,Juventus,3-1,A
2017-05-14,Bologna,Pescara,3-1,A
2017-05-14,Cagliari,Empoli,3-2,A
2017-05-14,Bari,Ascoli,0-1,B
2017-05-18,Cesena,Verona,0-0,B
2017-05-18,Pisa,Benevento,0-3,B
2017-05-18,Vicenza,Spezia,0-1,B
2017-05-18,Ascoli,Ternana,1-2,B
2017-05-18,Avellino,Latina,2-1,B
2017-05-18,Brescia,Trapani,2-1,B
2017-05-18,Carpi,Novara,2-0,B
2017-05-18,Frosinone,Pro Vercelli,2-1,B
2017-05-18,Spal,Bari,2-1,B
2017-05-18,Perugia,Salernitana,3-2,B
2017-05-18,Entella,Cittadella,4-1,B
2017-05-20,Chievo,Roma,3-5,A
2017-05-20,Napoli,Fiorentina,4-1,A
2017-05-21,Empoli,Atalanta,0-1,A
2017-05-21,Lazio,Inter,1-3,A
2017-05-21,Udinese,Sampdoria,1-1,A
2017-05-21,Genoa,Torino,2-1,A
2017-05-21,Milan,Bologna,3-0,A
2017-05-21,Juventus,Crotone,3-0,A
2017-05-21,Sassuolo,Cagliari,6-2,A
2017-05-22,Pescara,Palermo,2-0,A
2017-05-27,Atalanta,Chievo,1-0,A
2017-05-27,Bologna,Juventus,1-2,A
2017-05-28,Cagliari,Milan,2-1,A
2017-05-28,Fiorentina,Pescara,2-2,A
2017-05-28,Palermo,Empoli,2-1,A
2017-05-28,Sampdoria,Napoli,2-4,A
2017-05-28,Roma,Genoa,3-2,A
2017-05-28,Crotone,Lazio,3-1,A
2017-05-28,Inter,Udinese,5-2,A
2017-05-28,Torino,Sassuolo,5-3,A
2017-06-02,Trapani,Avellino,0-0,B
2017-06-03,Frosinone,Cittadella,1-1,B
2017-06-05,Juventus,Torino,1-1,A
2017-06-05,Napoli,Cagliari,3-1,A
2017-06-05,Cesena,Novara,0-1,B
2017-06-05,Vicenza,Ternana,0-1,B
2017-06-05,Ascoli,Benevento,1-1,B
2017-06-05,Avellino,Bari,1-1,B
2017-06-05,Brescia,Latina,1-1,B
2017-06-05,Entella,Verona,1-2,B
2017-06-05,Frosinone,Trapani,1-0,B
2017-06-05,Carpi,Salernitana,2-0,B
2017-06-11,Perugia,Avellino,1-1,B
2017-07-01,Empoli,Palermo,1-0,A
2017-07-01,Napoli,Sampdoria,2-1,A
2017-07-02,Roma,Fiorentina,4-0,A
2017-07-05,Pescara,Crotone,0-1,A
2017-07-05,Milan,Roma,1-4,A
2017-07-05,Chievo,Palermo,1-1,A
2017-07-05,Genoa,Inter,1-0,A
2017-07-05,Udinese,Atalanta,1-1,A
2017-07-05,Sassuolo,Fiorentina,2-2,A
2017-07-05,Empoli,Bologna,3-1,A
2017-07-05,Lazio,Sampdoria,7-3,A
2017-07-05,Spal,Pro Vercelli,0-0,B
2017-07-10,Salernitana,Ascoli,0-0,B
2017-07-10,Cesena,Spezia,1-0,B
2017-08-01,Genoa,Roma,0-1,A
2017-08-01,Sassuolo,Torino,0-0,A
2017-08-01,Milan,Cagliari,1-0,A
2017-08-01,Chievo,Atalanta,1-4,A
2017-08-01,Lazio,Crotone,1-0,A
2017-08-01,Udinese,Inter,1-2,A
2017-08-01,Juventus,Bologna,3-0,A
2017-08-02,Bologna,Milan,0-1,A
2017-08-02,Crotone,Juventus,0-2,A
2017-08-04,Atalanta,Sassuolo,1-1,A
2017-08-04,Empoli,Pescara,1-1,A
2017-08-04,Juventus,Chievo,2-0,A
2017-08-04,Latina,Vicenza,0-1,B
2017-08-04,Pisa,Cesena,0-1,B
2017-08-04,Ascoli,Frosinone,1-1,B
2017-08-04,Avellino,Carpi,1-0,B
2017-08-04,Cittadella,Benevento,1-0,B
2017-08-04,Pro Vercelli,Entella,1-0,B
2017-08-04,Spezia,Bari,1-0,B
2017-08-04,Ternana,Salernitana,1-0,B
2017-08-04,Trapani,Perugia,3-0,B
2017-08-05,Pisa,Cittadella,1-4,B
2017-08-09,Pescara,Frosinone,3-3,B
2017-08-10,Palermo,Parma,1-1,B
2017-08-10,Perugia,Pro Vercelli,1-5,B
2017-08-10,Pescara,Cittadella,1-2,B
2017-08-10,Bari,Avellino,2-1,B
2017-08-10,Novara,Frosinone,2-1,B
2017-08-10,Venezia,Carpi,2-0,B
2017-08-10,Cremonese,Ternana,3-3,B
2017-08-10,Empoli,Foggia,3-1,B
2017-08-10,Entella,Brescia,3-0,B
2017-08-12,Novara,Cremonese,1-1,B
2017-08-12,Spezia,Foggia,1-0,B
2017-08-12,Ternana,Parma,1-1,B
2017-08-12,Cesena,Pescara,4-2,B
2017-08-19,Verona,Napoli,1-3,A
2017-08-19,Juventus,Cagliari,3-0,A
2017-08-20,Atalanta,Roma,0-1,A
2017-08-20,Crotone,Milan,0-3,A
2017-08-20,Lazio,Spal,0-0,A
2017-08-20,Sassuolo,Genoa,0-0,A
2017-08-20,Bologna,Torino,1-1,A
2017-08-20,Udinese,Chievo,1-2,A
2017-08-20,Sampdoria,Benevento,2-1,A
2017-08-20,Inter,Fiorentina,3-0,A
2017-08-25,Parma,Cremonese,1-0,B
2017-08-26,Benevento,Bologna,0-1,A
2017-08-26,Roma,Inter,1-3,A
2017-08-26,Genoa,Juventus,2-4,A
2017-08-26,Pro Vercelli,Frosinone,0-2,B
2017-08-26,Venezia,Salernitana,0-0,B
2017-08-26,Carpi,Novara,1-0,B
2017-08-26,Entella,Perugia,1-5,B
2017-08-26,Ternana,Empoli,1-1,B
2017-08-26,Avellino,Brescia,2-1,B
2017-08-26,Palermo,Spezia,2-0,B
2017-08-26,Cittadella,Ascoli,3-2,B
2017-08-27,Crotone,Verona,0-0,A
2017-08-27,Chievo,Lazio,1-2,A
2017-08-27,Fiorentina,Sampdoria,1-2,A
2017-08-27,Milan,Cagliari,2-1,A
2017-08-27,Torino,Sassuolo,3-0,A
2017-08-27,Napoli,Atalanta,3-1,A
2017-08-27,Spal,Udinese,3-2,A
2017-08-27,Pescara,Foggia,5-1,B
2017-08-28,Bari,Cesena,3-0,B
2017-09-04,Bologna,Roma,0-3,A
2017-09-04,Lazio,Napoli,0-3,A
2017-09-04,Cagliari,Torino,2-3,A
2017-09-04,Crotone,Inter,2-1,A
2017-09-04,Sampdoria,Fiorentina,2-2,A
2017-09-04,Udinese,Genoa,3-0,A
2017-09-04,Milan,Palermo,4-0,A
2017-09-04,Brescia,Spal,1-3,B
2017-09-09,Juventus,Chievo,3-0,A
2017-09-09,Bari,Venezia,0-2,B
2017-09-09,Ascoli,Novara,1-2,B
2017-09-09,Carpi,Salernitana,1-0,B
2017-09-09,Pro Vercelli,Cremonese,1-4,B
2017-09-09,Ternana,Cesena,1-0,B
2017-09-09,Spezia,Entella,2-1,B
2017-09-09,Palermo,Empoli,3-3,B
2017-09-09,Avellino,Foggia,5-1,B
2017-09-12,Juventus,Inter,0-0,A
2017-09-12,Cagliari,Sampdoria,2-2,A
2017-09-12,Ascoli,Entella,1-1,B
2017-09-12,Empoli,Carpi,1-0,B
2017-09-12,Salernitana,Perugia,1-1,B
2017-09-12,Venezia,Pro Vercelli,1-1,B
2017-09-12,Cittadella,Avellino,2-2,B
2017-09-12,Frosinone,Brescia,2-0,B
2017-09-15,Venezia,Spezia,0-0,B
2017-09-15,Cesena,Avellino,3-1,B
2017-09-16,Crotone,Inter,0-2,A
2017-09-16,Fiorentina,Bologna,2-1,A
2017-09-16,Roma,Verona,3-0,A
2017-09-16,Brescia,Pro Vercelli,0-0,B
2017-09-16,Cremonese,Carpi,1-1,B
2017-09-16,Foggia,Palermo,1-1,B
2017-09-16,Novara,Cittadella,1-0,B
2017-09-16,Salernitana,Pescara,2-2,B
2017-09-16,Empoli,Ascoli,3-0,B
2017-09-16,Entella,Ternana,3-1,B
2017-09-16,Frosinone,Bari,3-2,B
2017-09-16,Perugia,Parma,3-0,B
2017-09-17,Spal,Cagliari,0-2,A
2017-09-17,Chievo,Atalanta,1-1,A
2017-09-17,Sassuolo,Juventus,1-3,A
2017-09-17,Milan,Udinese,2-1,A
2017-09-17,Genoa,Lazio,2-3,A
2017-09-17,Torino,Sampdoria,2-2,A
2017-09-17,Napoli,Benevento,6-0,A
2017-09-18,Avellino,Venezia,1-1,B
2017-09-19,Bologna,Inter,1-1,A
2017-09-19,Ascoli,Frosinone,0-1,B
2017-09-19,Bari,Cremonese,1-0,B
2017-09-19,Carpi,Foggia,1-3,B
2017-09-19,Palermo,Perugia,1-0,B
2017-09-19,Parma,Empoli,1-2,B
2017-09-19,Pro Vercelli,Salernitana,1-1,B
2017-09-19,Spezia,Novara,1-0,B
2017-09-19,Pescara,Entella,2-2,B
2017-09-19,Cittadella,Cesena,4-0,B
2017-09-20,Benevento,Roma,0-4,A
2017-09-20,Cagliari,Sassuolo,0-1,A
2017-09-20,Verona,Sampdoria,0-0,A
2017-09-20,Genoa,Chievo,1-1,A
2017-09-20,Juventus,Fiorentina,1-0,A
2017-09-20,Lazio,Napoli,1-4,A
2017-09-20,Milan,Spal,2-0,A
2017-09-20,Udinese,Torino,2-3,A
2017-09-20,Atalanta,Crotone,5-1,A
2017-09-23,Spal,Napoli,2-3,A
2017-09-23,Roma,Udinese,3-1,A
2017-09-23,Juventus,Torino,4-0,A
2017-09-23,Cremonese,Pescara,0-0,B
2017-09-23,Empoli,Cittadella,0-1,B
2017-09-23,Entella,Carpi,0-0,B
2017-09-23,Venezia,Parma,0-1,B
2017-09-23,Novara,Avellino,1-2,B
2017-09-23,Perugia,Frosinone,1-0,B
2017-09-23,Brescia,Foggia,2-2,B
2017-09-23,Salernitana,Spezia,2-0,B
2017-09-23,Bari,Ternana,3-0,B
2017-09-24,Cagliari,Chievo,0-2,A
2017-09-24,Sassuolo,Bologna,0-1,A
2017-09-24,Verona,Lazio,0-3,A
2017-09-24,Fiorentina,Atalanta,1-1,A
2017-09-24,Inter,Genoa,1-0,A
2017-09-24,Crotone,Benevento,2-0,A
2017-09-24,Sampdoria,Milan,2-0,A
2017-09-24,Cesena,Ascoli,0-2,B
2017-09-25,Palermo,Pro Vercelli,2-1,B
2017-09-29,Parma,Salernitana,2-2,B
2017-09-30,Genoa,Bologna,0-1,A
2017-09-30,Udinese,Sampdoria,4-0,A
2017-09-30,Ascoli,Palermo,0-0,B
2017-09-30,Carpi,Pescara,0-1,B
2017-09-30,Cittadella,Entella,0-1,B
2017-09-30,Spezia,Bari,1-0,B
2017-09-30,Brescia,Perugia,2-1,B
2017-09-30,Ternana,Venezia,2-3,B
2017-09-30,Avellino,Empoli,3-2,B
2017-09-30,Pro Vercelli,Cesena,5-2,B
2017-10-02,Napoli,Genoa,2-0,A
2017-10-02,Vicenza,Salernitana,0-1,B
2017-10-03,Juventus,Milan,2-1,A
2017-10-04,Novara,Verona,2-2,B
2017-10-09,Benevento,Torino,0-1,A
2017-10-09,Bologna,Napoli,0-3,A
2017-10-09,Verona,Fiorentina,0-5,A
2017-10-09,Cagliari,Crotone,1-0,A
2017-10-09,Udinese,Genoa,1-0,A
2017-10-09,Atalanta,Sassuolo,2-1,A
2017-10-09,Inter,Spal,2-0,A
2017-10-09,Lazio,Milan,4-1,A
2017-10-09,Parma,Brescia,0-1,B
2017-10-12,Chievo,Roma,0-0,A
2017-10-12,Napoli,Fiorentina,0-0,A
2017-10-12,Milan,Bologna,2-1,A
2017-10-12,Sassuolo,Crotone,2-1,A
2017-10-12,Spal,Verona,2-2,A
2017-10-12,Udinese,Benevento,2-0,A
2017-10-12,Bari,Palermo,0-3,B
2017-10-13,Foggia,Perugia,2-1,B
2017-10-14,Roma,Napoli,0-1,A
2017-10-14,Juventus,Lazio,1-2,A
2017-10-14,Brescia,Novara,0-1,B
2017-10-14,Frosinone,Palermo,0-0,B
2017-10-14,Parma,Pescara,0-1,B
2017-10-14,Cittadella,Cremonese,1-2,B
2017-10-14,Carpi,Cesena,2-1,B
2017-10-14,Pro Vercelli,Bari,2-2,B
2017-10-14,Ascoli,Venezia,3-3,B
2017-10-14,Ternana,Spezia,4-2,B
2017-10-15,Sassuolo,Chievo,0-0,A
2017-10-15,Bologna,Spal,2-1,A
2017-10-15,Cagliari,Genoa,2-3,A
2017-10-15,Crotone,Torino,2-2,A
2017-10-15,Fiorentina,Udinese,2-1,A
2017-10-15,Inter,Milan,3-2,A
2017-10-15,Sampdoria,Atalanta,3-1,A
2017-10-15,Avellino,Salernitana,2-3,B
2017-10-16,Verona,Benevento,1-0,A
2017-10-16,Entella,Empoli,2-3,B
2017-10-20,Cremonese,Brescia,2-0,B
